Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Vale of Glamorgan,13/04/2020,12,358,270.9,35,1103
Vale of Glamorgan,12/04/2020,16,346,261.8,30,1068
Vale of Glamorgan,11/04/2020,8,330,249.7,27,1038
Vale of Glamorgan,10/04/2020,17,322,243.6,39,1011
Vale of Glamorgan,09/04/2020,26,305,230.8,49,972
Vale of Glamorgan,08/04/2020,14,279,211.1,56,923
Vale of Glamorgan,07/04/2020,22,265,200.5,48,867
Vale of Glamorgan,06/04/2020,27,243,183.9,59,819
Vale of Glamorgan,05/04/2020,19,216,163.4,33,760
Vale of Glamorgan,04/04/2020,16,197,149.1,33,727
Vale of Glamorgan,03/04/2020,13,181,137,40,694
Vale of Glamorgan,02/04/2020,19,168,127.1,48,654
Vale of Glamorgan,01/04/2020,18,149,112.7,51,606
Vale of Glamorgan,31/03/2020,14,131,99.1,49,555
Vale of Glamorgan,30/03/2020,18,117,88.5,47,506
Vale of Glamorgan,29/03/2020,11,99,74.9,37,459
Vale of Glamorgan,28/03/2020,18,88,66.6,39,422
Vale of Glamorgan,27/03/2020,9,70,53,38,383
Vale of Glamorgan,26/03/2020,17,61,46.2,48,345
Vale of Glamorgan,25/03/2020,10,44,33.3,30,297
Vale of Glamorgan,24/03/2020,17,34,25.7,70,267
Vale of Glamorgan,23/03/2020,5,17,12.9,27,197
Vale of Glamorgan,22/03/2020,1,12,9.1,13,170
Vale of Glamorgan,21/03/2020,5,11,8.3,25,157
Vale of Glamorgan,20/03/2020,1,6,4.5,25,132
Vale of Glamorgan,19/03/2020,2,5,3.8,17,107
Vale of Glamorgan,18/03/2020,2,3,2.3,7,90
Vale of Glamorgan,17/03/2020,0,1,0.8,14,83
Vale of Glamorgan,16/03/2020,0,1,0.8,6,69
Vale of Glamorgan,15/03/2020,0,1,0.8,6,63
Vale of Glamorgan,14/03/2020,1,1,0.8,8,57
Vale of Glamorgan,13/03/2020,0,0,0,13,49
Vale of Glamorgan,12/03/2020,0,0,0,2,36
Vale of Glamorgan,11/03/2020,0,0,0,6,34
Vale of Glamorgan,10/03/2020,0,0,0,0,28
Vale of Glamorgan,09/03/2020,0,0,0,0,28
Vale of Glamorgan,08/03/2020,0,0,0,0,28
Vale of Glamorgan,07/03/2020,0,0,0,0,28
Vale of Glamorgan,06/03/2020,0,0,0,1,28
Vale of Glamorgan,05/03/2020,0,0,0,3,27
Vale of Glamorgan,04/03/2020,0,0,0,0,24
Vale of Glamorgan,03/03/2020,0,0,0,4,24
Vale of Glamorgan,02/03/2020,0,0,0,4,20
Vale of Glamorgan,01/03/2020,0,0,0,0,16
Vale of Glamorgan,29/02/2020,0,0,0,2,16
Vale of Glamorgan,28/02/2020,0,0,0,0,14
Vale of Glamorgan,27/02/2020,0,0,0,1,14
Vale of Glamorgan,26/02/2020,0,0,0,3,13
Vale of Glamorgan,25/02/2020,0,0,0,0,10
Vale of Glamorgan,24/02/2020,0,0,0,0,10
Vale of Glamorgan,23/02/2020,0,0,0,0,10
Vale of Glamorgan,22/02/2020,0,0,0,0,10
Vale of Glamorgan,21/02/2020,0,0,0,0,10
Vale of Glamorgan,20/02/2020,0,0,0,0,10
Vale of Glamorgan,19/02/2020,0,0,0,2,10
Vale of Glamorgan,18/02/2020,0,0,0,1,8
Vale of Glamorgan,17/02/2020,0,0,0,0,7
Vale of Glamorgan,16/02/2020,0,0,0,0,7
Vale of Glamorgan,15/02/2020,0,0,0,1,7
Vale of Glamorgan,14/02/2020,0,0,0,0,6
Vale of Glamorgan,13/02/2020,0,0,0,0,6
Vale of Glamorgan,12/02/2020,0,0,0,1,6
Vale of Glamorgan,11/02/2020,0,0,0,1,5
Vale of Glamorgan,10/02/2020,0,0,0,0,4
Vale of Glamorgan,09/02/2020,0,0,0,1,4
Vale of Glamorgan,08/02/2020,0,0,0,3,3
Vale of Glamorgan,07/02/2020,0,0,0,0,0
Vale of Glamorgan,06/02/2020,0,0,0,0,0
Vale of Glamorgan,05/02/2020,0,0,0,0,0
Vale of Glamorgan,04/02/2020,0,0,0,0,0
Vale of Glamorgan,03/02/2020,0,0,0,0,0
Wrexham,01/07/2020,0,841,617.8,0,6317
Wrexham,30/06/2020,6,841,617.8,34,6317
Wrexham,29/06/2020,9,835,613.4,109,6283
Wrexham,28/06/2020,1,826,606.8,37,6174
Wrexham,27/06/2020,2,825,606.1,24,6137
Wrexham,26/06/2020,1,823,604.6,40,6113
Wrexham,25/06/2020,24,822,603.9,109,6073
Wrexham,24/06/2020,9,798,586.2,101,5964
Wrexham,23/06/2020,67,789,579.6,253,5863
Wrexham,22/06/2020,19,722,530.4,218,5610
Wrexham,21/06/2020,38,703,516.4,246,5392
Wrexham,20/06/2020,2,665,488.5,55,5146
Wrexham,19/06/2020,2,663,487,62,5091
Wrexham,18/06/2020,4,661,485.6,44,5029
Wrexham,17/06/2020,2,657,482.6,44,4985
Wrexham,16/06/2020,15,655,481.2,53,4941
Wrexham,15/06/2020,4,640,470.2,23,4888
Wrexham,14/06/2020,7,636,467.2,29,4865
Wrexham,13/06/2020,2,629,462.1,26,4836
Wrexham,12/06/2020,8,627,460.6,53,4810
Wrexham,11/06/2020,9,619,454.7,106,4757
Wrexham,10/06/2020,3,610,448.1,55,4651
Wrexham,09/06/2020,5,607,445.9,52,4596
Wrexham,08/06/2020,6,602,442.2,161,4544
Wrexham,07/06/2020,0,596,437.8,89,4383
Wrexham,06/06/2020,1,596,437.8,56,4294
Wrexham,05/06/2020,2,595,437.1,134,4238
Wrexham,04/06/2020,5,593,435.6,324,4104
Wrexham,03/06/2020,2,588,432,292,3780
Wrexham,02/06/2020,6,586,430.5,145,3488
Wrexham,01/06/2020,6,580,426.1,187,3343
Wrexham,31/05/2020,1,574,421.7,27,3156
Wrexham,30/05/2020,5,573,420.9,37,3129
Wrexham,29/05/2020,7,568,417.3,159,3092
Wrexham,28/05/2020,7,561,412.1,82,2933
Wrexham,27/05/2020,4,554,407,69,2851
Wrexham,26/05/2020,10,550,404,144,2782
Wrexham,25/05/2020,10,540,396.7,86,2638
Wrexham,24/05/2020,14,530,389.3,122,2552
Wrexham,23/05/2020,7,516,379.1,117,2430
Wrexham,22/05/2020,12,509,373.9,79,2313
Wrexham,21/05/2020,8,497,365.1,86,2234
Wrexham,20/05/2020,10,489,359.2,119,2148
Wrexham,19/05/2020,32,479,351.9,100,2029
Wrexham,18/05/2020,14,447,328.4,73,1929
Wrexham,17/05/2020,4,433,318.1,31,1856
Wrexham,16/05/2020,7,429,315.1,76,1825
Wrexham,15/05/2020,18,422,310,86,1749
Wrexham,14/05/2020,4,404,296.8,43,1663
Wrexham,13/05/2020,8,400,293.8,52,1620
Wrexham,12/05/2020,7,392,288,41,1568
Wrexham,11/05/2020,15,385,282.8,47,1527
Wrexham,10/05/2020,10,370,271.8,127,1480
Wrexham,09/05/2020,5,360,264.5,45,1353
Wrexham,08/05/2020,3,355,260.8,22,1308
Wrexham,07/05/2020,6,352,258.6,28,1286
Wrexham,06/05/2020,8,346,254.2,48,1258
Wrexham,05/05/2020,4,338,248.3,30,1210
Wrexham,04/05/2020,9,334,245.4,44,1180
Wrexham,03/05/2020,28,325,238.7,44,1136
Wrexham,02/05/2020,11,297,218.2,39,1092
Wrexham,01/05/2020,7,286,210.1,37,1053
Wrexham,30/04/2020,19,279,205,65,1016
Wrexham,29/04/2020,8,260,191,36,951
Wrexham,28/04/2020,4,252,185.1,22,915
Wrexham,27/04/2020,16,248,182.2,47,893
Wrexham,26/04/2020,2,232,170.4,14,846
Wrexham,25/04/2020,1,230,169,5,832
Wrexham,24/04/2020,10,229,168.2,33,827
Wrexham,23/04/2020,7,219,160.9,23,794
Wrexham,22/04/2020,9,212,155.7,28,771
Wrexham,21/04/2020,9,203,149.1,34,743
Wrexham,20/04/2020,10,194,142.5,43,709
Wrexham,19/04/2020,6,184,135.2,20,666
Wrexham,18/04/2020,5,178,130.8,23,646
Wrexham,17/04/2020,13,173,127.1,44,623
Wrexham,16/04/2020,19,160,117.5,31,579
Wrexham,15/04/2020,14,141,103.6,28,548
Wrexham,14/04/2020,12,127,93.3,32,520
Wrexham,13/04/2020,6,115,84.5,12,488
Wrexham,12/04/2020,7,109,80.1,15,476
Wrexham,11/04/2020,5,102,74.9,19,461
Wrexham,10/04/2020,6,97,71.3,19,442
Wrexham,09/04/2020,9,91,66.8,28,423
Wrexham,08/04/2020,8,82,60.2,19,395
Wrexham,07/04/2020,10,74,54.4,29,376
Wrexham,06/04/2020,3,64,47,13,347
Wrexham,05/04/2020,4,61,44.8,10,334
Wrexham,04/04/2020,6,57,41.9,27,324
Wrexham,03/04/2020,3,51,37.5,23,297
Wrexham,02/04/2020,6,48,35.3,17,274
Wrexham,01/04/2020,9,42,30.9,25,257
Wrexham,31/03/2020,5,33,24.2,24,232
Wrexham,30/03/2020,3,28,20.6,25,208
Wrexham,29/03/2020,1,25,18.4,5,183
Wrexham,28/03/2020,3,24,17.6,10,178
Wrexham,27/03/2020,1,21,15.4,13,168
Wrexham,26/03/2020,3,20,14.7,17,155
Wrexham,25/03/2020,5,17,12.5,11,138
Wrexham,24/03/2020,5,12,8.8,23,127
Wrexham,23/03/2020,0,7,5.1,10,104
Wrexham,22/03/2020,2,7,5.1,5,94
Wrexham,21/03/2020,1,5,3.7,4,89
Wrexham,20/03/2020,1,4,2.9,11,85
Wrexham,19/03/2020,1,3,2.2,13,74
Wrexham,18/03/2020,0,2,1.5,2,61
Wrexham,17/03/2020,0,2,1.5,19,59
Wrexham,16/03/2020,0,2,1.5,6,40
Wrexham,15/03/2020,0,2,1.5,8,34
Wrexham,14/03/2020,1,2,1.5,3,26
Wrexham,13/03/2020,0,1,0.7,7,23
Wrexham,12/03/2020,0,1,0.7,3,16
Wrexham,11/03/2020,1,1,0.7,3,13
Wrexham,10/03/2020,0,0,0,4,10
Wrexham,09/03/2020,0,0,0,0,6
Wrexham,08/03/2020,0,0,0,0,6
Wrexham,07/03/2020,0,0,0,0,6
Wrexham,06/03/2020,0,0,0,0,6
Wrexham,05/03/2020,0,0,0,1,6
Wrexham,04/03/2020,0,0,0,0,5
Wrexham,03/03/2020,0,0,0,3,5
Wrexham,02/03/2020,0,0,0,0,2
Wrexham,01/03/2020,0,0,0,0,2
Wrexham,29/02/2020,0,0,0,0,2
Wrexham,28/02/2020,0,0,0,0,2
Wrexham,27/02/2020,0,0,0,0,2
Wrexham,26/02/2020,0,0,0,0,2
Wrexham,25/02/2020,0,0,0,0,2
Wrexham,24/02/2020,0,0,0,0,2
Wrexham,23/02/2020,0,0,0,0,2
Wrexham,22/02/2020,0,0,0,0,2
Wrexham,21/02/2020,0,0,0,0,2
Wrexham,20/02/2020,0,0,0,0,2
Wrexham,19/02/2020,0,0,0,0,2
Wrexham,18/02/2020,0,0,0,0,2
Wrexham,17/02/2020,0,0,0,0,2
Wrexham,16/02/2020,0,0,0,0,2
Wrexham,15/02/2020,0,0,0,0,2
Wrexham,14/02/2020,0,0,0,0,2
Wrexham,13/02/2020,0,0,0,0,2
Wrexham,12/02/2020,0,0,0,0,2
Wrexham,11/02/2020,0,0,0,0,2
Wrexham,10/02/2020,0,0,0,0,2
Wrexham,09/02/2020,0,0,0,0,2
Wrexham,08/02/2020,0,0,0,0,2
Wrexham,07/02/2020,0,0,0,2,2
Wrexham,06/02/2020,0,0,0,0,0
Wrexham,05/02/2020,0,0,0,0,0
Wrexham,04/02/2020,0,0,0,0,0
Wrexham,03/02/2020,0,0,0,0,0
